unique_id,ds,y
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2018-09-01,7069.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2018-10-01,10903.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2018-11-01,11086.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2018-12-01,12901.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-01-01,13355.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-02-01,11704.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-03-01,10456.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-04-01,10351.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-05-01,9671.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-06-01,10040.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-07-01,12396.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-08-01,11984.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-09-01,11307.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-10-01,19020.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-11-01,18822.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2019-12-01,17787.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-01-01,18508.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-02-01,17773.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-03-01,12413.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-04-01,9573.333333333334
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-05-01,6733.666666666667
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-06-01,3894.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-07-01,4989.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-08-01,6829.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-09-01,9217.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-10-01,10840.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-11-01,9830.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2020-12-01,10826.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-01-01,9973.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-02-01,10727.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-03-01,10872.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-04-01,4098.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-05-01,2829.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-06-01,1560.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-07-01,3934.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-08-01,4921.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-09-01,5311.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-10-01,7114.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-11-01,9596.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2021-12-01,9913.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-01-01,6853.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-02-01,6404.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-03-01,9125.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-04-01,8999.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-05-01,8544.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-06-01,8252.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-07-01,8732.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-08-01,8464.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-09-01,10334.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-10-01,13946.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-11-01,10797.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2022-12-01,11980.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-01-01,11837.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-02-01,12477.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-03-01,12881.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-04-01,14590.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-05-01,21147.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-06-01,15080.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-07-01,12347.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-08-01,12269.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-09-01,12387.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-10-01,13443.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-11-01,14404.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2023-12-01,15103.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-01-01,11481.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-02-01,10294.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-03-01,10927.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-04-01,9158.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-05-01,8905.5
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-06-01,8653.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-07-01,9749.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-08-01,9006.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-09-01,8975.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-10-01,11064.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-11-01,11133.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2024-12-01,11534.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-01-01,12680.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-02-01,13575.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-03-01,10701.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-04-01,10017.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-05-01,9660.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-06-01,9566.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-07-01,8816.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-08-01,6563.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-09-01,8265.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-10-01,10968.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-11-01,10371.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2025-12-01,8488.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2026-01-01,10427.0
TOTAL/KOLKATA/KOLKATA-LUCKNOW,2026-02-01,10142.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2019-05-01,79836.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2019-06-01,83967.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2019-07-01,79713.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2019-08-01,79148.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2019-09-01,81050.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2019-10-01,85369.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2019-11-01,94144.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2019-12-01,95750.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-01-01,91566.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-02-01,89177.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-03-01,48530.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-04-01,24571.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-05-01,612.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-06-01,6478.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-07-01,1548.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-08-01,6891.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-09-01,28525.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-10-01,40290.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-11-01,38918.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2020-12-01,39020.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-01-01,44101.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-02-01,40415.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-03-01,31919.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-04-01,14754.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-05-01,14660.5
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-06-01,14567.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-07-01,20030.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-08-01,33069.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-09-01,33880.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-10-01,48163.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-11-01,54429.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2021-12-01,65557.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-01-01,35757.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-02-01,53445.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-03-01,64562.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-04-01,59603.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-05-01,69397.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-06-01,61093.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-07-01,58771.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-08-01,66975.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-09-01,64636.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-10-01,61758.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-11-01,65164.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2022-12-01,71763.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-01-01,72009.09090909091
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-02-01,72255.18181818182
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-03-01,72501.27272727272
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-04-01,72747.36363636363
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-05-01,72993.45454545454
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-06-01,73239.54545454546
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-07-01,73485.63636363637
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-08-01,73731.72727272728
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-09-01,73977.81818181818
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-10-01,74223.90909090909
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-11-01,74470.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2023-12-01,83096.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-01-01,78355.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-02-01,73696.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-03-01,73853.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-04-01,79037.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-05-01,80336.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-06-01,81635.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-07-01,89171.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-08-01,87800.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-09-01,85272.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-10-01,84155.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-11-01,98940.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2024-12-01,98172.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-01-01,96998.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-02-01,87209.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-03-01,92609.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-04-01,95768.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-05-01,99356.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-06-01,99839.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-07-01,97183.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-08-01,90815.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-09-01,92256.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-10-01,83194.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-11-01,93883.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2025-12-01,93389.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2026-01-01,102004.0
TOTAL/KOLKATA/KOLKATA-MUMBAI,2026-02-01,90489.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-04-01,3913.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-05-01,6887.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-06-01,7911.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-07-01,5380.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-08-01,4192.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-09-01,3774.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-10-01,4227.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-11-01,4461.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2015-12-01,4917.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-01-01,4610.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-02-01,4454.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-03-01,4881.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-04-01,4343.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-05-01,4783.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-06-01,4731.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-07-01,4343.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-08-01,3969.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-09-01,4067.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-10-01,4740.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-11-01,5129.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2016-12-01,4973.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-01-01,4613.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-02-01,4150.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-03-01,4662.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-04-01,4304.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-05-01,5491.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-06-01,5239.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-07-01,3878.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-08-01,3994.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-09-01,4157.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-10-01,4711.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-11-01,4941.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2017-12-01,7969.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-01-01,7130.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-02-01,5849.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-03-01,9222.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-04-01,9205.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-05-01,10028.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-06-01,8796.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-07-01,8141.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-08-01,9203.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-09-01,9257.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-10-01,11350.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-11-01,13263.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2018-12-01,11048.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-01-01,9610.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-02-01,7596.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-03-01,6238.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-04-01,6693.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-05-01,8976.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-06-01,9083.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-07-01,8005.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-08-01,5888.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-09-01,6244.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-10-01,5836.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-11-01,7548.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2019-12-01,7417.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-01-01,7195.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-02-01,7978.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-03-01,5022.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-04-01,3855.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-05-01,2688.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-06-01,1521.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-07-01,586.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-08-01,1511.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-09-01,2436.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-10-01,2107.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-11-01,2325.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2020-12-01,2096.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-01-01,2593.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-02-01,2033.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-03-01,1680.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-04-01,980.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-05-01,811.3333333333334
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-06-01,642.6666666666667
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-07-01,474.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-08-01,1851.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-09-01,1647.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-10-01,1759.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-11-01,2150.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2021-12-01,2230.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-01-01,1355.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-02-01,2038.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-03-01,2227.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-04-01,3639.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-05-01,4375.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-06-01,4305.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-07-01,3603.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-08-01,3559.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-09-01,3713.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-10-01,4573.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-11-01,6060.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2022-12-01,4913.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-01-01,4979.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-02-01,4588.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-03-01,5088.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-04-01,5398.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-05-01,6463.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-06-01,5467.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-07-01,4528.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-08-01,4625.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-09-01,4800.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-10-01,5410.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-11-01,6109.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2023-12-01,6694.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-01-01,6231.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-02-01,5797.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-03-01,6239.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-04-01,4827.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-05-01,4855.5
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-06-01,4884.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-07-01,5423.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-08-01,5141.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-09-01,4930.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-10-01,4721.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-11-01,5198.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2024-12-01,5463.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-01-01,5416.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-02-01,4802.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-03-01,5065.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-04-01,5097.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-05-01,5043.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-06-01,5183.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-07-01,5835.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-08-01,6603.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-09-01,5048.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-10-01,5667.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-11-01,5669.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2025-12-01,7691.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2026-01-01,5999.0
TOTAL/KOLKATA/KOLKATA-NAGPUR,2026-02-01,5547.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-04-01,9764.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-05-01,7162.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-06-01,7838.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-07-01,9808.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-08-01,8986.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-09-01,9429.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-10-01,9206.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-11-01,10465.0
TOTAL/KOLKATA/KOLKATA-PATNA,2015-12-01,9225.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-01-01,9587.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-02-01,10343.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-03-01,10981.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-04-01,5920.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-05-01,6266.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-06-01,6312.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-07-01,6963.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-08-01,6785.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-09-01,6696.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-10-01,7777.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-11-01,11843.0
TOTAL/KOLKATA/KOLKATA-PATNA,2016-12-01,12648.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-01-01,13119.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-02-01,12459.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-03-01,12800.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-04-01,13511.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-05-01,15474.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-06-01,11148.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-07-01,13092.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-08-01,14052.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-09-01,13920.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-10-01,18104.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-11-01,16843.0
TOTAL/KOLKATA/KOLKATA-PATNA,2017-12-01,15092.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-01-01,15372.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-02-01,18055.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-03-01,20001.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-04-01,19002.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-05-01,20188.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-06-01,19217.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-07-01,20070.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-08-01,21610.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-09-01,20371.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-10-01,23738.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-11-01,20898.0
TOTAL/KOLKATA/KOLKATA-PATNA,2018-12-01,17625.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-01-01,18353.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-02-01,19452.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-03-01,20562.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-04-01,25763.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-05-01,27177.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-06-01,27205.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-07-01,26156.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-08-01,27195.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-09-01,18633.0
TOTAL/KOLKATA/KOLKATA-PATNA,2019-10-01,30387.0
